change_type,price,priceintervals,depth.x,cumulativedepth.x,depth.y,cumulativedepth.y
bids,25968.5,25960,NULL,NULL,5.386E-05,42.24046372
bids,25968.95,25960,NULL,NULL,0.06,42.24040986
bids,25969,25960,NULL,NULL,7.22014651,42.18040986
bids,25969.06,25960,NULL,NULL,0.00115523,34.96026335
bids,25969.38,25960,NULL,NULL,0.001,34.95910812
bids,25969.41,25960,NULL,NULL,0.09608017,34.95810812
bids,25969.42,25960,NULL,NULL,1.62452918,34.86202795
bids,25969.75,25960,NULL,NULL,0.08025715,33.23749877
bids,25970.19,25970,NULL,NULL,0.06,33.15724162
bids,25970.24,25970,NULL,NULL,0.03848172,33.09724162
bids,25970.53,25970,NULL,NULL,4.33183225,33.0587599
bids,25970.54,25970,NULL,NULL,2.59909938,28.72692765
bids,25970.57,25970,NULL,NULL,0.08029622,26.12782827
bids,25970.61,25970,NULL,NULL,0.00384973,26.04753205
bids,25970.76,25970,NULL,NULL,0.02392686,26.04368232
bids,25971.49,25970,NULL,NULL,0.06,26.01975546
bids,25971.75,25970,NULL,NULL,0.14892427,25.95975546
bids,25972.14,25970,NULL,NULL,0.06,25.81083119
bids,25972.32,25970,NULL,NULL,0.15364215,25.75083119
bids,25972.64,25970,NULL,NULL,0.5956971,25.59718904
bids,25972.65,25970,NULL,NULL,0.3574183,25.00149194
bids,25972.79,25970,NULL,NULL,0.06,24.64407364
bids,25973.32,25970,NULL,NULL,1.497,24.58407364
bids,25973.45,25970,NULL,NULL,0.14858384,23.08707364
bids,25973.62,25970,NULL,NULL,1,22.9384898
bids,25973.84,25970,NULL,NULL,8.547E-05,21.9384898
bids,25974,25970,NULL,NULL,2.16392,21.93840433
bids,25974.02,25970,NULL,NULL,0.06,19.77448433
bids,25974.08,25970,NULL,NULL,0.07682108,19.71448433
bids,25974.16,25970,NULL,NULL,0.08404477,19.63766325
bids,25974.17,25970,NULL,NULL,1.29835204,19.55361848
bids,25974.55,25970,NULL,NULL,0.03841054,18.25526644
bids,25974.58,25970,NULL,NULL,0.0310294,18.2168559
bids,25974.87,25970,NULL,NULL,0.38468367,18.1858265
bids,25974.92,25970,NULL,NULL,0.06,17.80114283
bids,25975.54,25970,NULL,NULL,0.1157,17.74114283
bids,25975.64,25970,NULL,NULL,0.06,17.62544283
bids,25975.84,25970,NULL,NULL,0.05854352,17.56544283
bids,25976.11,25970,NULL,NULL,0.14000292,17.50689931
bids,25976.12,25970,NULL,NULL,0.08400177,17.36689639
bids,25976.75,25970,NULL,NULL,0.06,17.28289462
bids,25977.1,25970,NULL,NULL,0.06025858,17.22289462
bids,25977.48,25970,NULL,NULL,0.03074565,17.16263604
bids,25977.59,25970,NULL,NULL,0.00769894,17.13189039
bids,25977.66,25970,NULL,NULL,2.88709564,17.12419145
bids,25977.7,25970,NULL,NULL,0.5956971,14.23709581
bids,25977.71,25970,NULL,NULL,1.73225741,13.64139871
bids,25978,25970,NULL,NULL,0.06,11.9091413
bids,25978.04,25970,NULL,NULL,0.03848171,11.8491413
bids,25978.17,25970,NULL,NULL,0.01127,11.81065959
bids,25978.5,25970,NULL,NULL,0.1423,11.79938959
bids,25978.51,25970,NULL,NULL,0.9241598,11.65708959
bids,25978.52,25970,NULL,NULL,0.5544959,10.73292979
bids,25979,25970,NULL,NULL,0.06,10.17843389
bids,25979.82,25970,NULL,NULL,0.06,10.11843389
bids,25980,25980,NULL,NULL,0.25309684,10.05843389
bids,25980.01,25980,NULL,NULL,0.15185817,9.80533705
bids,25980.67,25980,NULL,NULL,0.06,9.65347888
bids,25980.69,25980,NULL,NULL,0.00933084,9.59347888
bids,25980.7,25980,NULL,NULL,0.45279141,9.58414804
bids,25980.71,25980,NULL,NULL,0.2716749,9.13135663
bids,25980.74,25980,NULL,NULL,0.00592956,8.85968173
bids,25980.79,25980,NULL,NULL,0.00010922,8.85375217
bids,25981.43,25980,NULL,NULL,0.1302,8.85364295
bids,25981.6,25980,NULL,NULL,0.39760239,8.72344295
bids,25981.96,25980,NULL,NULL,0.06,8.32584056
bids,25982.15,25980,NULL,NULL,0.2,8.26584056
bids,25982.17,25980,NULL,NULL,1.44329723,8.06584056
bids,25982.18,25980,NULL,NULL,0.86597834,6.62254333
bids,25982.77,25980,NULL,NULL,0.5956971,5.75656499
bids,25982.95,25980,NULL,NULL,0.06,5.16086789
bids,25983.04,25980,NULL,NULL,0.0563748,5.10086789
bids,25983.37,25980,NULL,NULL,0.35310589,5.04449309
bids,25983.8,25980,NULL,NULL,0.06,4.6913872
bids,25983.82,25980,NULL,NULL,0.21185997,4.6313872
bids,25984.28,25980,NULL,NULL,0.00076507,4.41952723
bids,25984.82,25980,NULL,NULL,0.06,4.41876216
bids,25985.12,25980,NULL,NULL,0.03102641,4.35876216
bids,25985.54,25980,NULL,NULL,0.06,4.32773575
bids,25985.55,25980,NULL,NULL,0.31303868,4.26773575
bids,25986.04,25980,NULL,NULL,0.31392486,3.95469707
bids,25986.05,25980,NULL,NULL,0.25432515,3.64077221
bids,25986.32,25980,NULL,NULL,0.06,3.38644706
bids,25986.61,25980,NULL,NULL,0.28861009,3.32644706
bids,25986.79,25980,NULL,NULL,0.28860812,3.03783697
bids,25987.01,25980,NULL,NULL,0.04818767,2.74922885
bids,25987.02,25980,NULL,NULL,0.06,2.70104118
bids,25987.09,25980,NULL,NULL,0.0074923,2.64104118
bids,25988.02,25980,NULL,NULL,0.3485945,2.63354888
bids,25988.03,25980,NULL,NULL,0.17315675,2.28495438
bids,25988.3,25980,NULL,NULL,0.058,2.11179763
bids,25988.77,25980,NULL,NULL,0.14429306,2.05379763
bids,25989.19,25980,NULL,NULL,0.07214536,1.90950457
bids,25989.2,25980,NULL,NULL,0.08657584,1.83735921
bids,25989.6,25980,NULL,NULL,0.058,1.75078337
bids,25989.87,25980,NULL,NULL,0.04328608,1.69278337
bids,25989.96,25980,NULL,NULL,0.14051928,1.64949729
bids,25989.97,25980,NULL,NULL,0.08431156,1.50897801
bids,25990.33,25990,NULL,NULL,0.00576,1.42466645
bids,25990.36,25990,NULL,NULL,0.00576,1.41890645
bids,25990.37,25990,NULL,NULL,0.00576,1.41314645
bids,25990.51,25990,NULL,NULL,0.00576,1.40738645
bids,25990.55,25990,NULL,NULL,0.00576,1.40162645
bids,25990.71,25990,NULL,NULL,0.10840467,1.39586645
bids,25990.81,25990,NULL,NULL,0.00576,1.28746178
bids,25990.9,25990,NULL,NULL,0.058,1.28170178
bids,25990.92,25990,NULL,NULL,0.00576,1.22370178
bids,25991.29,25990,NULL,NULL,0.00576,1.21794178
bids,25991.69,25990,NULL,NULL,0.058,1.21218178
bids,25991.7,25990,NULL,NULL,0.04171209,1.15418178
bids,25992.31,25990,NULL,NULL,1.11246969,1.11246969
